id,tweet_id,retweet_count,tweet_created,tweet_location,text,airline,airline_sentiment
958,569989178651508737,0,2015-02-23 14:36:24 -0800,san francisco,"@united rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you.",United,-1
960,569988839919394816,0,2015-02-23 14:35:03 -0800,lalaland,@united iCloud it is not there yet -- PLEASE HELP 917 703 1472,United,-1
962,569988762085806081,0,2015-02-23 14:34:45 -0800,"Morristown, nj",@united I did... no response back,United,-1
963,569988297633583104,0,2015-02-23 14:32:54 -0800,Chicago & traveling the world,@united this is atrocious customer service.,United,-1
965,569988061150359552,0,2015-02-23 14:31:58 -0800,"Killington, Vt",@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,United,-1
967,569986029463011328,0,2015-02-23 14:23:53 -0800,"West Hollywood, CA",@united @dfpietra THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology,United,-1
969,569984785860464640,0,2015-02-23 14:18:57 -0800,,@united of course I did. The bag should be here by now :( #frustrated,United,-1
970,569983990683148288,0,2015-02-23 14:15:47 -0800,"Semiahmoo, WA Soonerland",@united you are the worst. I will avoid you like the plague.,United,-1
971,569983826245496832,0,2015-02-23 14:15:08 -0800,"Austin, TX (Easton, PA born)",@united is the worst airline in the world.,United,-1
972,569983375584272384,0,2015-02-23 14:13:21 -0800,San Francisco,@united someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management.,United,-1
973,569983149028962304,0,2015-02-23 14:12:27 -0800,San Francisco,@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,United,-1
977,569980415919853569,0,2015-02-23 14:01:35 -0800,"San Antonio, Texas",@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,United,-1
980,569979211722596353,0,2015-02-23 13:56:48 -0800,Buffalo/Oakland/Savannah/Ire,@united I think DM would be better,United,-1
981,569977492720779264,0,2015-02-23 13:49:58 -0800,,@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,United,-1
982,569976426163777536,0,2015-02-23 13:45:44 -0800,"Brighton, UK
",@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,United,-1
983,569976131748823040,0,2015-02-23 13:44:34 -0800,,@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly,United,-1
986,569973683466272768,0,2015-02-23 13:34:50 -0800,"West Hollywood, CA",@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst,United,-1
987,569973088076460032,1,2015-02-23 13:32:28 -0800,San Francisco Bay Area,@united Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable,United,-1
991,569972039844438016,0,2015-02-23 13:28:18 -0800,,"@united During the same round trip, my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude.",United,-1
992,569971648876584960,0,2015-02-23 13:26:45 -0800,san diego,"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines.",United,-1
994,569971033182048256,0,2015-02-23 13:24:18 -0800,Grand Rapids,@united thank you,United,1
996,569970599377788928,0,2015-02-23 13:22:35 -0800,San Francisco Bay Area,"@united I'm trying to get to my final destination, we need compensation. Just about 2hrs of personal time wasted.",United,-1
997,569970225443172353,0,2015-02-23 13:21:05 -0800,mets hell,@united that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!,United,-1
998,569969999961391105,0,2015-02-23 13:20:12 -0800,NJ/NYC,@united he has no priority and Iove it,United,1
999,569969952654028800,0,2015-02-23 13:20:00 -0800,,@united Pleased to be a Premier Platinum,United,1
1000,569969447764566016,1,2015-02-23 13:18:00 -0800,,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,United,-1
1001,569968282532315136,0,2015-02-23 13:13:22 -0800,,"@united @campilley hahaha. If they weren't an American company, i would say this was great sarcasm!!",United,-1
1002,569967925416886273,0,2015-02-23 13:11:57 -0800,,@united i think he actually did not like your screen  @campilley 😃😃😃,United,-1
1003,569967850670018560,1,2015-02-23 13:11:39 -0800,San Francisco Bay Area,@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,United,-1
1004,569967848078090240,0,2015-02-23 13:11:39 -0800,"Ottawa, Ontario",@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,United,-1
1006,569967632868188160,0,2015-02-23 13:10:47 -0800,Vancouver/Beverly Hills,@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.,United,-1
1007,569967493487292416,0,2015-02-23 13:10:14 -0800,"Little Rock, AR",@united my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?,United,-1
1008,569967305859293184,0,2015-02-23 13:09:29 -0800,"Harlem, NYC",@united #UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight Cancelled Flight. Left us in the cold in DEN.,United,-1
1009,569967197478526976,0,2015-02-23 13:09:04 -0800,"New York City, NY",@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.,United,-1
1010,569966909019398144,0,2015-02-23 13:07:55 -0800,Grand Rapids,@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?,United,-1
1012,569966563245367297,0,2015-02-23 13:06:32 -0800,"Ottawa, Ontario",@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER,United,-1
1014,569965494519734272,0,2015-02-23 13:02:17 -0800,,@united thanks for listening! I definitely was not the only person in line who thought it was absurd.,United,1
1015,569964915710038016,1,2015-02-23 12:59:59 -0800,San Francisco Bay Area,@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb,United,-1
1016,569964888870793216,0,2015-02-23 12:59:53 -0800,Indiana,"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked.",United,-1
1018,569963935429824512,0,2015-02-23 12:56:06 -0800,"Houston, TX",@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,United,-1
1020,569962873209937920,0,2015-02-23 12:51:53 -0800,"Nashville, TN",@united ok. I just submitted. Thanks for the opportunity to give feedback.,United,1
1021,569962245620248576,0,2015-02-23 12:49:23 -0800,Washington DC,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,United,1
1022,569961695835267073,0,2015-02-23 12:47:12 -0800,"Brunswick, Ohio","@united I will, as soon as I am done with my article.  Thanks!  ~Tom",United,1
1023,569961410161192960,0,2015-02-23 12:46:04 -0800,"Kingston, Ontario",@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,United,-1
1024,569961203197325312,1,2015-02-23 12:45:14 -0800,"Washington, DC",@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,United,-1
1026,569960440438099969,0,2015-02-23 12:42:13 -0800,with my brothers,@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,United,-1
1027,569960311022850048,0,2015-02-23 12:41:42 -0800,"New York, NY","@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",United,-1
1028,569960085654364160,3,2015-02-23 12:40:48 -0800,"New York City, NY",@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.,United,-1
1032,569958524270342144,0,2015-02-23 12:34:36 -0800,One of the C-gates at EWR.,@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,United,-1
1033,569958247412723712,0,2015-02-23 12:33:30 -0800,Kona coast/Boston/Milan,@united Ok thank again for your help!,United,1
1036,569956446487642112,0,2015-02-23 12:26:20 -0800,"Washington, DC",@united flight 1491...plane from SFO to DEN is basically on time.,United,1
1039,569956115724660736,0,2015-02-23 12:25:01 -0800,Mexico City,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",United,-1
1040,569955602782236672,0,2015-02-23 12:22:59 -0800,"Harlem, NYC","@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",United,-1
1041,569955551951622144,0,2015-02-23 12:22:47 -0800,San Francisco CA,"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",United,-1
1042,569955386914181121,0,2015-02-23 12:22:08 -0800,"New Jersey, USA",@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.,United,-1
1043,569954670006763520,0,2015-02-23 12:19:17 -0800,"Oakland, CA","@united Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted.",United,-1
1044,569953988537249792,0,2015-02-23 12:16:34 -0800,,@united well that's big of you but I don't have terribly high expectations at this point.,United,-1
1045,569953683309514754,0,2015-02-23 12:15:21 -0800,founder @IndiraCollection,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿,United,-1
1047,569953411988369408,0,2015-02-23 12:14:17 -0800,"Edison, NJ",@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,United,1
1048,569952718707687424,0,2015-02-23 12:11:32 -0800,Kona coast/Boston/Milan,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",United,-1
1050,569951384390344704,1,2015-02-23 12:06:13 -0800,,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",United,-1
1051,569951321719091201,0,2015-02-23 12:05:58 -0800,Las Vegas,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",United,1
1053,569950355330506752,0,2015-02-23 12:02:08 -0800,"Oakland, CA",@united Nope - still no one helped me.  Giving up on united. #badservice,United,-1
1055,569948910099308545,0,2015-02-23 11:56:23 -0800,"Long Island, NY",@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,United,-1
1056,569947174571675648,0,2015-02-23 11:49:30 -0800,"Oakland, CA",@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful,United,-1
1058,569946703522091008,0,2015-02-23 11:47:37 -0800,,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",United,-1
1059,569946571577536512,0,2015-02-23 11:47:06 -0800,,@united 45+ min at EWR baggage claim #stillnobags #ridiculous,United,-1
1063,569941617697644544,0,2015-02-23 11:27:25 -0800,Washington D.C.,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",United,-1
1065,569940883975446528,0,2015-02-23 11:24:30 -0800,,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T,United,-1
1067,569938322161668096,0,2015-02-23 11:14:19 -0800,PDX,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,United,-1
1069,569937143314849792,0,2015-02-23 11:09:38 -0800,"Stockholm, Sweden ","@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints",United,-1
1070,569936861398994945,0,2015-02-23 11:08:31 -0800,San Francisco CA,"@united done. Want me to send a screen shot of the second call, which is now at over 45 minutes?",United,-1
1071,569936640669581313,0,2015-02-23 11:07:38 -0800,Winterfell,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,United,1
1072,569936580883783680,0,2015-02-23 11:07:24 -0800,"Stockholm, Sweden ",@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,United,-1
1074,569936496284663809,0,2015-02-23 11:07:04 -0800,"Fort Wayne, Indiana","@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",United,-1
1075,569936348217352194,0,2015-02-23 11:06:28 -0800,Washington D.C.,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",United,-1
1077,569936062039986176,0,2015-02-23 11:05:20 -0800,Wherever I want to be ,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,United,-1
1081,569935215654600705,0,2015-02-23 11:01:58 -0800,"San Francisco, CA",@united go to hell,United,-1
1082,569935135132426240,0,2015-02-23 11:01:39 -0800,Vancouver BC,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",United,-1
1086,569932669288652800,0,2015-02-23 10:51:51 -0800,Scotland,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,United,1
1087,569931716049154051,0,2015-02-23 10:48:04 -0800,Pittsburgh area,@united counter agents at RDU deserve a medal. #thankyou,United,1
1088,569931387073105920,0,2015-02-23 10:46:46 -0800,New York ,The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.,United,-1
1089,569930942833258496,0,2015-02-23 10:45:00 -0800,Indiana,@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,United,-1
1090,569930630059974656,0,2015-02-23 10:43:45 -0800,"NEIN, London, or Maui. ",@united thank you. Literally called for preboarding as I ran up.,United,1
1091,569930577643769856,0,2015-02-23 10:43:33 -0800,"Kingston, Ontario",@united why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts,United,-1
1092,569929653730840577,0,2015-02-23 10:39:52 -0800,"Ottawa, Ontario","@united it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse",United,-1
1093,569929187101966336,0,2015-02-23 10:38:01 -0800,Scotland,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,United,1
1096,569928552621182976,0,2015-02-23 10:35:30 -0800,,@united we've been here since 3am and you've Cancelled Flightled our flight twice,United,-1
1097,569928419435286528,0,2015-02-23 10:34:58 -0800,"NEIN, London, or Maui. ",@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,United,-1
1098,569928277613256704,0,2015-02-23 10:34:24 -0800,"NEIN, London, or Maui. ",@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,United,-1
1099,569928034171498496,0,2015-02-23 10:33:26 -0800,Mexico City,@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,United,-1
1102,569927630469894144,0,2015-02-23 10:31:50 -0800,"Rochester, NY",@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,United,-1
1106,569925612069998593,0,2015-02-23 10:23:49 -0800,"SF mostly, NYC & London often.",@united noooooooooooooooooooooope.,United,-1
1107,569924355011932162,2,2015-02-23 10:18:49 -0800,Downtown Victoria,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",United,-1
1110,569923507263557632,0,2015-02-23 10:15:27 -0800,Kona coast/Boston/Milan,@united Thank you! You need to follow back tho otherwise I can't DM you. X,United,1
1111,569923045571350528,0,2015-02-23 10:13:37 -0800,"CT, NY and most other states","@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",United,-1
1113,569922853266694145,0,2015-02-23 10:12:51 -0800,Chicago Illinois Crime.Inc,@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.,United,-1
1118,569922145264009216,0,2015-02-23 10:10:02 -0800,"CT, NY and most other states",@united there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.,United,-1
1119,569921652374577153,0,2015-02-23 10:08:05 -0800,"CT, NY and most other states",@united flight 3763 IAd-Sat. We're on the outdoor track for an hour,United,-1
1121,569920760522764288,0,2015-02-23 10:04:32 -0800,,@united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again,United,-1
1123,569920593597894657,1,2015-02-23 10:03:52 -0800,,@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve,United,-1
1124,569920508923215872,1,2015-02-23 10:03:32 -0800,,@united that's not even an apology,United,-1
1126,569919610025152512,0,2015-02-23 09:59:58 -0800,,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline without WiFi...,United,-1
1127,569919020784185344,0,2015-02-23 09:57:37 -0800,,"@united, b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. So gross. http://t.co/755VpYm4Mv",United,-1
1129,569918918602547200,0,2015-02-23 09:57:13 -0800,"North Suburbs, IL  (Chicago)",@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.,United,-1
1131,569918449121673216,0,2015-02-23 09:55:21 -0800,"Pittsburgh, PA","@united Either is fine. However, plundering my hard-earned dollars is not fine.",United,-1
1133,569918026918727680,1,2015-02-23 09:53:40 -0800,Downtown Victoria,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?",United,-1
1137,569916324471828481,0,2015-02-23 09:46:54 -0800,"Toronto, Canada","@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",United,-1
1138,569916152283041792,0,2015-02-23 09:46:13 -0800,"Pittsburgh, PA","@united e-ticket # 0162389030167, refund request # 16866853, case id # 8465981",United,-1
1139,569915992303730689,1,2015-02-23 09:45:35 -0800,"ÜT: 34.078171,-118.285555",@united been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!,United,-1
1140,569915643094396929,0,2015-02-23 09:44:12 -0800,"ÜT: 34.078171,-118.285555","@united
You really know how to piss people off. Your Farelock option is fake!",United,-1
1141,569915610890547200,0,2015-02-23 09:44:04 -0800,,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",United,-1
1143,569915550127800320,0,2015-02-23 09:43:50 -0800,Grand Rapids,@united We're hoping to hear from you actually.,United,-1
1144,569915529496027136,0,2015-02-23 09:43:45 -0800,Grand Rapids,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",United,-1
1145,569915182329286656,0,2015-02-23 09:42:22 -0800,Grand Rapids,"@united It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance"".",United,-1
1146,569915133113323520,0,2015-02-23 09:42:10 -0800,Grand Rapids,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.",United,-1
1147,569915029950222337,0,2015-02-23 09:41:46 -0800,Grand Rapids,"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out.",United,-1
1148,569914377442340865,0,2015-02-23 09:39:10 -0800,"Ottawa, Ontario","@united sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags",United,-1
1150,569913736774823936,0,2015-02-23 09:36:37 -0800,,@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911,United,1
1153,569912776199704578,1,2015-02-23 09:32:48 -0800,"Toronto, ON.....for now.","@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead.",United,-1
1154,569912710848057344,0,2015-02-23 09:32:33 -0800,,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United",United,-1
1157,569911515106582528,0,2015-02-23 09:27:48 -0800,,@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime,United,-1
1159,569910536755748865,0,2015-02-23 09:23:55 -0800,"Arlington, VA",@United has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G,United,-1
1160,569910299983130625,0,2015-02-23 09:22:58 -0800,Taipei,"@united is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt",United,-1
1161,569909742447009792,0,2015-02-23 09:20:45 -0800,"CT, NY and most other states","@united  gate agent at EWR "" if you are disabled or in a wheel chair, it's time to board, please step"". STEP UP??? Lol",United,-1
1163,569908928667996160,0,2015-02-23 09:17:31 -0800,Taipei,@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,United,-1
1166,569908175953993728,1,2015-02-23 09:14:32 -0800,,@united we had four scheduled flights on this reservation and literally did not take one! Unreal,United,-1
1168,569907773309214721,0,2015-02-23 09:12:56 -0800,Taipei,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap,United,-1
1170,569907141596864514,0,2015-02-23 09:10:25 -0800,,@united thank you!,United,1
1172,569906831352578049,0,2015-02-23 09:09:11 -0800,,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR,United,-1
1173,569906598472228864,0,2015-02-23 09:08:16 -0800,,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?,United,-1
1174,569905534020820992,0,2015-02-23 09:04:02 -0800,"Toronto, ON.....for now.","@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",United,-1
1175,569905258715082753,0,2015-02-23 09:02:56 -0800,"New Haven, CT",@united Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).,United,-1
1177,569904824793362433,0,2015-02-23 09:01:13 -0800,Georgia,@united just confirmed a seat! Crisis averted! Beers won't be missed now,United,1
1182,569903366647586818,1,2015-02-23 08:55:25 -0800,"Santiago, Chile",@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,United,-1
1183,569903120781852672,0,2015-02-23 08:54:26 -0800,,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?,United,-1
1184,569902743135117314,1,2015-02-23 08:52:56 -0800,"New Haven, CT",@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines,United,-1
1186,569902065247322112,1,2015-02-23 08:50:15 -0800,,"@united and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!!",United,-1
1187,569902028719173632,0,2015-02-23 08:50:06 -0800,,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA,United,1
1190,569901094945611776,0,2015-02-23 08:46:23 -0800,,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,United,-1
1191,569901072443166720,0,2015-02-23 08:46:18 -0800,"Ashtabula, OH",@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior,United,1
1192,569900832616943616,0,2015-02-23 08:45:21 -0800,Colorado,@united  #UnitedAirlines  how long will1531 be delayed.,United,-1
1194,569899917935714305,0,2015-02-23 08:41:43 -0800,San Francisco Bay Area,@united I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? @VirginAmerica knows better..,United,-1
1195,569899063790825472,1,2015-02-23 08:38:19 -0800,"Santiago, Chile",@united i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!,United,-1
1196,569898994408693760,1,2015-02-23 08:38:03 -0800,"North Suburbs, IL  (Chicago)",@united you suck.    9 hour delay?!,United,-1
1200,569894828315533312,0,2015-02-23 08:21:29 -0800,New Jersey,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,United,-1
1202,569890681361186818,0,2015-02-23 08:05:01 -0800,,@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?,United,-1
1204,569888244155981825,0,2015-02-23 07:55:20 -0800,"Washington, DC",@united AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!,United,-1
1205,569888119043915776,0,2015-02-23 07:54:50 -0800,"Los Angeles, CA",@united still no response??,United,-1
1207,569886575720574976,0,2015-02-23 07:48:42 -0800,"Ashburn, VA",@united should have been able to get seat assign without paying $174 more - cust sec should have done that for me,United,-1
1208,569886288691773440,1,2015-02-23 07:47:33 -0800,"Coventry, Connecticut","@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver...""",United,-1
1209,569886219057926144,0,2015-02-23 07:47:17 -0800,"Stumptown, Baby!",@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,United,-1
1210,569885487508418560,0,2015-02-23 07:44:22 -0800,New York,@united My credit card was charged on the transaction when I was told it would not be. If the charge goes through I will be contacting you.,United,-1
1211,569885185170223105,0,2015-02-23 07:43:10 -0800,,@united my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?,United,-1
1212,569885015615664129,0,2015-02-23 07:42:30 -0800,Frequently DC/NYC/San Diego,@united Thanks!,United,1
1213,569883984190005248,0,2015-02-23 07:38:24 -0800,"Needham, MA",@united 768 SFO to BOS and no internet it is 2015 what gives?,United,-1
1215,569881449249316864,0,2015-02-23 07:28:20 -0800,"Princeton, NJ",@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!,United,-1
1217,569880322487263232,0,2015-02-23 07:23:51 -0800,"Burlington, Vermont",@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,United,-1
1218,569879943988948992,0,2015-02-23 07:22:21 -0800,"Maui, Hawaii",@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,United,-1
1219,569879623317659648,0,2015-02-23 07:21:04 -0800,"San Francisco, California",@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines),United,-1
1221,569878547197616128,0,2015-02-23 07:16:48 -0800,,"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants.",United,-1
1222,569878388464177152,0,2015-02-23 07:16:10 -0800,,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,United,-1
1224,569877754801360897,0,2015-02-23 07:13:39 -0800,"Williamsburg, VA",@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!,United,-1
1226,569876171875328000,0,2015-02-23 07:07:21 -0800,Brussels,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule...",United,-1
1228,569875734677712896,0,2015-02-23 07:05:37 -0800,"Maui, Hawaii",@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,United,-1
1236,569872896199258113,0,2015-02-23 06:54:20 -0800,"canton mi
",@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.,United,-1
1237,569872009380941825,0,2015-02-23 06:50:49 -0800,"Ashburn, VA","@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help",United,-1
1240,569869960195006464,0,2015-02-23 06:42:40 -0800,New York,@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.,United,-1
1241,569869808092749824,0,2015-02-23 06:42:04 -0800,,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!",United,-1
