id,tweet_id,retweet_count,tweet_created,tweet_location,text,airline,airline_sentiment
1831,569565776010567680,0,2015-02-22 10:33:57 -0800,Southern California and Hawaii,@united cannot direct message you you do not follow us. I want my luggage.  Please hep,United,-1
1837,569562147279253504,0,2015-02-22 10:19:32 -0800,Earth,@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,United,-1
1838,569562133249130496,1,2015-02-22 10:19:29 -0800,deep in the ❤ of Texas...,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!,United,-1
1839,569561425955332097,0,2015-02-22 10:16:40 -0800,Dallas,@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a,United,-1
1840,569560633957609472,0,2015-02-22 10:13:31 -0800,"Loveland, Ohio",@united will do. Just need to get CVG.... and my bag too. Thanks,United,1
1841,569560154619965440,0,2015-02-22 10:11:37 -0800,New York City,"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium.",United,-1
1845,569558589628502016,0,2015-02-22 10:05:24 -0800,Kingwood,@united so what's the solution?,United,-1
1846,569557763094917120,0,2015-02-22 10:02:07 -0800,"West Columbia,SC",@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,United,-1
1847,569557756597776384,0,2015-02-22 10:02:05 -0800,"Houston, TX",@united no. I need you to have more than 2 agents at check in.,United,-1
1848,569556796525969409,0,2015-02-22 09:58:16 -0800,New York City,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper,United,-1
1851,569555146562080768,0,2015-02-22 09:51:43 -0800,"Stavanger, Norway","@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam",United,1
1852,569554937744486400,0,2015-02-22 09:50:53 -0800,"Houston, TX",@united severely under staffed at Iah.,United,-1
1854,569554815539290112,0,2015-02-22 09:50:24 -0800,"Austin, TX",@united this 2 hr delay is a vacation buzzkill,United,-1
1855,569553741222952960,0,2015-02-22 09:46:08 -0800,201-600-2130,"@united just touched down in Miami - not too far off , Nicely done united 👍",United,1
1857,569551241967067136,0,2015-02-22 09:36:12 -0800,Dallas,@united really enjoying my Sunday on hold...over 1 hour. Perhaps a better client experience is needed. http://t.co/8VnCKgZxl1,United,-1
1859,569550676784578562,0,2015-02-22 09:33:57 -0800,,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",United,-1
1860,569550290753445889,0,2015-02-22 09:32:25 -0800,"ORLANDO, FL",@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,United,-1
1863,569546412121202689,1,2015-02-22 09:17:00 -0800,deep in the ❤ of Texas...,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",United,-1
1864,569545805826166784,0,2015-02-22 09:14:36 -0800,"Fredericksburg, VA",@united thank you,United,1
1865,569544873809989632,0,2015-02-22 09:10:54 -0800,,@united finally got through and they were very helpful. Appreciate it!,United,1
1868,569544732780556288,0,2015-02-22 09:10:20 -0800,,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.,United,-1
1870,569544350364889088,0,2015-02-22 09:08:49 -0800,Kingwood,“@united: @4geiger It looks like form the photo that something burst out of your luggage. Is this correct? ^JH” always blame the customer,United,-1
1871,569544120827379712,0,2015-02-22 09:07:54 -0800,Kingwood,@united not my luggage,United,-1
1872,569543791176257537,0,2015-02-22 09:06:36 -0800,earth,@united it's boarding time for ua3882 but no crewe,United,-1
1874,569541848877957120,0,2015-02-22 08:58:53 -0800,London,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,United,1
1876,569540963091259392,0,2015-02-22 08:55:21 -0800,,@united no way one person is working entire security checkpoint in EWR 🆖,United,-1
1877,569539834131443712,0,2015-02-22 08:50:52 -0800,"Beijing, China",@united THANK YOU!,United,1
1878,569539000312188928,0,2015-02-22 08:47:33 -0800,"San Diego, CA",@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,United,-1
1879,569538770808266754,0,2015-02-22 08:46:39 -0800,London,@united so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?,United,-1
1880,569538703732772864,0,2015-02-22 08:46:23 -0800,Tour Bus or Airplane/ Hotel,@united oh I did. Was still lost. Your tracking system stinks as does the delivery system.,United,-1
1883,569535507815903233,0,2015-02-22 08:33:41 -0800,Central NJ,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable,United,-1
1884,569535503827017730,0,2015-02-22 08:33:40 -0800,"Fredericksburg, VA",@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,United,-1
1885,569534882952716288,0,2015-02-22 08:31:12 -0800,Central NJ,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2,United,-1
1890,569532005320253441,0,2015-02-22 08:19:46 -0800,,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",United,-1
1891,569531988702576640,0,2015-02-22 08:19:42 -0800,,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,United,-1
1895,569531274991239168,0,2015-02-22 08:16:51 -0800,Bellaire TX,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",United,-1
1897,569530483022962688,0,2015-02-22 08:13:43 -0800,"Portsmouth, NH",@united this customer service experience will be tweeted for quality assurance.,United,-1
1904,569526800767983616,0,2015-02-22 07:59:05 -0800,"Bechtelsville, PA",@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,United,-1
1910,569525690950815745,0,2015-02-22 07:54:40 -0800,"Atlanta, GA",@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,United,-1
1913,569523231524319232,0,2015-02-22 07:44:54 -0800,,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",United,-1
1914,569522354008805376,0,2015-02-22 07:41:25 -0800,,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,United,-1
1918,569521081125629953,0,2015-02-22 07:36:21 -0800,43206,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",United,-1
1920,569520425312632832,0,2015-02-22 07:33:45 -0800,"Medway, MA","@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",United,1
1923,569517484102909952,0,2015-02-22 07:22:03 -0800,,"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",United,-1
1924,569517360828145664,0,2015-02-22 07:21:34 -0800,Oklahoma,@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,United,-1
1925,569517323180236800,0,2015-02-22 07:21:25 -0800,,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K,United,-1
1927,569516852805808129,0,2015-02-22 07:19:33 -0800,,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,United,-1
1929,569516566380875778,0,2015-02-22 07:18:25 -0800,"Winnipeg, Manitoba",@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time,United,-1
1930,569515688898875393,0,2015-02-22 07:14:55 -0800,"Winnipeg, Manitoba","@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here",United,-1
1931,569515118125408256,0,2015-02-22 07:12:39 -0800,"New York, NY",@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,United,-1
1932,569514750842789888,0,2015-02-22 07:11:12 -0800,"Fredericksburg, VA",@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,United,-1
1933,569514430393913344,1,2015-02-22 07:09:55 -0800,,@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!,United,-1
1935,569514063019053056,0,2015-02-22 07:08:28 -0800,Chicago,"@united, more lies... http://t.co/BEqoTLNugc",United,-1
1936,569514001450672128,0,2015-02-22 07:08:13 -0800,california,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,United,-1
1937,569513811285311488,0,2015-02-22 07:07:28 -0800,Edinburgh,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired,United,-1
1938,569513703722393601,0,2015-02-22 07:07:02 -0800,,@united thank you,United,1
1942,569512239344054274,0,2015-02-22 07:01:13 -0800,Happy Valley,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,United,-1
1943,569510828023488512,0,2015-02-22 06:55:37 -0800,,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta,United,-1
1944,569508903735545857,0,2015-02-22 06:47:58 -0800,,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,United,-1
1946,569508282995486720,0,2015-02-22 06:45:30 -0800,Chicago,@united fuck you for not caring 😢,United,-1
1947,569507834930442241,0,2015-02-22 06:43:43 -0800,,"@united its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up.",United,-1
1949,569507060209090561,0,2015-02-22 06:40:38 -0800,South Seaside Park/Puerto Rico,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,United,1
1951,569505479795326977,0,2015-02-22 06:34:21 -0800,"Oxford, MS",@united Back at the Denver airport and ready for round two today. Ready to get home!,United,-1
1952,569505407862902784,0,2015-02-22 06:34:04 -0800,,@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. #UnitedHatesUsAll,United,-1
1954,569504366006132736,0,2015-02-22 06:29:56 -0800,,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785,United,-1
1955,569504330551861248,0,2015-02-22 06:29:47 -0800,,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,United,-1
1958,569504172011356160,0,2015-02-22 06:29:10 -0800,,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!,United,-1
1961,569503649677750272,0,2015-02-22 06:27:05 -0800,,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",United,-1
1964,569502953851252737,0,2015-02-22 06:24:19 -0800,,@united I would never fly United Airlines again!,United,-1
1965,569502909093646336,0,2015-02-22 06:24:09 -0800,,@united I am still in the airport waiting for my flight.,United,-1
1966,569502869243736065,0,2015-02-22 06:23:59 -0800,,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!,United,-1
1968,569501080607813633,0,2015-02-22 06:16:53 -0800,the burgh,@united just did! Thank you!,United,1
1969,569500986638798848,0,2015-02-22 06:16:30 -0800,Grimsby - UK,@united thank you!,United,1
1970,569500360651509760,0,2015-02-22 06:14:01 -0800,London,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4",United,-1
1974,569497995445559298,0,2015-02-22 06:04:37 -0800,"fort worth, tx",@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,United,-1
1975,569497092655345664,0,2015-02-22 06:01:02 -0800,Chicago,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",United,-1
1976,569497031322030081,0,2015-02-22 06:00:47 -0800,"Williamsburg, Brooklyn",@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,United,-1
1978,569496919036305408,0,2015-02-22 06:00:20 -0800,Irving Texas,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta,United,-1
1979,569496828376322048,0,2015-02-22 05:59:59 -0800,Rochester,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",United,-1
1982,569491817600655360,0,2015-02-22 05:40:04 -0800,,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,United,-1
1983,569491456173477889,0,2015-02-22 05:38:38 -0800,"Houston, TX","@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",United,-1
1986,569491295766343681,0,2015-02-22 05:38:00 -0800,Hong Kong,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,United,-1
1987,569491079952642051,0,2015-02-22 05:37:08 -0800,,@united I would like to know what is the easiest way to get a refund.,United,-1
1989,569490420356374528,0,2015-02-22 05:34:31 -0800,,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,United,-1
1991,569488705146068993,0,2015-02-22 05:27:42 -0800,,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",United,-1
1992,569487167191425024,0,2015-02-22 05:21:35 -0800,,"@united you realize you've said this already. At least last time you asked if I needed ""help""",United,-1
1994,569484965055832065,0,2015-02-22 05:12:50 -0800,PDX,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp",United,-1
1996,569484671672651776,0,2015-02-22 05:11:40 -0800,PDX,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",United,-1
1998,569483390581383168,0,2015-02-22 05:06:35 -0800,Northern Virginia,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,United,1
2001,569481213016023040,0,2015-02-22 04:57:56 -0800,the district of colombia,@united flight #1 no luck on #standby,United,-1
2004,569480043853946881,0,2015-02-22 04:53:17 -0800,Curitiba,"@united I'm not sure it will have ""next time""...",United,-1
2005,569478901166055424,0,2015-02-22 04:48:45 -0800,"Kingston, Ontario",@united now the weight restriction? 'We'll try to get as many of you as we can on this plane',United,-1
2006,569478023679905792,0,2015-02-22 04:45:15 -0800,,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",United,1
2010,569475909226401792,0,2015-02-22 04:36:51 -0800,"Atlantic Highlands, NJ",@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,United,-1
2013,569475092582789120,0,2015-02-22 04:33:37 -0800,"Atlantic Highlands, NJ",@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,United,-1
2016,569474230854660097,0,2015-02-22 04:30:11 -0800,"Atlantic Highlands, NJ",@united one lady helping the 12 of us with luggage,United,1
2017,569473998519578624,0,2015-02-22 04:29:16 -0800,"Atlantic Highlands, NJ",@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,United,-1
2019,569471635163643905,0,2015-02-22 04:19:52 -0800,Bedford 2015 Plymouth 2019,@united @suntoshi I still like you united airlines,United,1
2020,569471541554978817,0,2015-02-22 04:19:30 -0800,,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",United,-1
2021,569470757673291777,0,2015-02-22 04:16:23 -0800,"Washington, DC","@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD",United,-1
2023,569470053348823040,1,2015-02-22 04:13:35 -0800,WDVE PITTSBURGH,@united you Cancelled Flightled my flight without notification?,United,-1
2027,569461666695524352,0,2015-02-22 03:40:16 -0800,,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,United,-1
2028,569460417954746368,0,2015-02-22 03:35:18 -0800,san diego,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,United,-1
2030,569459543236874240,0,2015-02-22 03:31:49 -0800,London,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,United,-1
2034,569454437288140800,0,2015-02-22 03:11:32 -0800,PDX,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,United,-1
2035,569453313462132736,0,2015-02-22 03:07:04 -0800,Terra Prime,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,United,1
2036,569451362687143936,0,2015-02-22 02:59:19 -0800,,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",United,-1
2037,569448465991737345,0,2015-02-22 02:47:48 -0800,#Westford #marketing ,@united no my concerns were not addressed,United,-1
2038,569445528225718272,0,2015-02-22 02:36:08 -0800,,@united DUH and done. bag whereabouts unknown. Greeeaat,United,-1
2039,569444898660691968,0,2015-02-22 02:33:38 -0800,,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks",United,-1
2041,569441937826164736,0,2015-02-22 02:21:52 -0800,"Long Island, NY",@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,United,-1
2042,569440689253158912,1,2015-02-22 02:16:54 -0800,"Boston, MA",Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,United,-1
2043,569439706339024896,0,2015-02-22 02:13:00 -0800,,@united you hung up on me again.,United,-1
2044,569439089063280640,0,2015-02-22 02:10:33 -0800,,"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!",United,-1
2046,569438531686424577,0,2015-02-22 02:08:20 -0800,,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!,United,-1
2048,569433059168260096,0,2015-02-22 01:46:35 -0800,,@united you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????,United,-1
2050,569428644432617473,0,2015-02-22 01:29:02 -0800,"Bedford, Nh",@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,United,-1
2051,569428333500375040,0,2015-02-22 01:27:48 -0800,"Bedford, Nh","@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",United,-1
2052,569427993958883328,1,2015-02-22 01:26:27 -0800,,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,United,-1
2053,569420890003410944,0,2015-02-22 00:58:14 -0800,,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,United,-1
2055,569418652128296960,0,2015-02-22 00:49:20 -0800,,@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.,United,-1
2056,569418497694035969,0,2015-02-22 00:48:43 -0800,,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,United,-1
2057,569418233322872833,0,2015-02-22 00:47:40 -0800,,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,United,-1
2058,569416650325303297,0,2015-02-22 00:41:23 -0800,,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,United,-1
2062,569411383265075203,0,2015-02-22 00:20:27 -0800,San Francisco,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,United,-1
2063,569407352299847680,0,2015-02-22 00:04:26 -0800,"Honolulu, HI",@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,United,-1
2064,569404245142855680,0,2015-02-21 23:52:05 -0800,"Raleigh, NC",@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,United,-1
2069,569395649310883840,0,2015-02-21 23:17:56 -0800,,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...,United,-1
2070,569392315409829888,0,2015-02-21 23:04:41 -0800,East Coast,@united Life goal: complete ✔️,United,1
2073,569385898573299712,0,2015-02-21 22:39:11 -0800,"Yokohama, Japan","@united That's called throwing ""loyalty"" out the window and trying to give less awards.",United,-1
2074,569385864712704001,0,2015-02-21 22:39:03 -0800,☁️,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",United,-1
2075,569385784685363201,0,2015-02-21 22:38:44 -0800,"Yokohama, Japan","@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",United,-1
2077,569383892542738432,0,2015-02-21 22:31:13 -0800,New York City,@united Just sent a DM. Thank you for the acknowledgment.,United,1
2079,569381891809214464,0,2015-02-21 22:23:16 -0800,Kansas,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?,United,-1
2080,569380923847909376,0,2015-02-21 22:19:25 -0800,Blue Area of the Moon,@united no apology? Cool.,United,-1
2081,569380416219709440,0,2015-02-21 22:17:24 -0800,Blue Area of the Moon,"@united you ask a lot of customers who  you routinely screw over. You know that, right?",United,-1
2082,569380122194636800,0,2015-02-21 22:16:14 -0800,☁️,@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...,United,-1
2083,569379756673597444,0,2015-02-21 22:14:47 -0800,☁️,"@united I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers....",United,-1
2084,569379726562869248,0,2015-02-21 22:14:40 -0800,Blue Area of the Moon,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,United,-1
2086,569378568628674561,0,2015-02-21 22:10:03 -0800,"Kalispell, MT",@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.,United,-1
2087,569376145000390656,0,2015-02-21 22:00:26 -0800,Boston,@united we have tried to change our flight THREE times on the phone and got disconnected each time.,United,-1
2091,569370900568502272,0,2015-02-21 21:39:35 -0800,,"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD",United,-1
2092,569370010751094784,0,2015-02-21 21:36:03 -0800,,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7,United,-1
2093,569369416963633152,0,2015-02-21 21:33:42 -0800,"New Haven, CT",@united thank you! Much appreciation for your help.,United,1
2094,569369331173363712,0,2015-02-21 21:33:21 -0800,"Branford, CT","@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",United,-1
2095,569369243965362176,0,2015-02-21 21:33:00 -0800,Central NJ,@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed,United,-1
2098,569368286128771072,0,2015-02-21 21:29:12 -0800,,"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable.",United,-1
2100,569367983065137152,0,2015-02-21 21:28:00 -0800,"Wake Forest, NC","@united Freakin""",United,-1
2102,569367682811715585,0,2015-02-21 21:26:48 -0800,"Wake Forest, NC",@united Suck,United,-1
2103,569366968446246912,0,2015-02-21 21:23:58 -0800,"Wake Forest, NC",@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD,United,-1
2107,569366138963959808,0,2015-02-21 21:20:40 -0800,"Fredericksburg, VA","@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #.",United,-1
2108,569365692618661888,0,2015-02-21 21:18:54 -0800,"Wake Forest, NC",@united 25 min hold has now progressed to over an hour...919-675-0985,United,-1
2112,569364374755930112,0,2015-02-21 21:13:39 -0800,somerville nj,@united how can u not have gate ready or gate agent for going on hour two,United,-1
2113,569363796113764352,0,2015-02-21 21:11:21 -0800,"Boston, MA",@united just DM'd,United,-1
2116,569363188120207360,0,2015-02-21 21:08:56 -0800,"Chicago, IL",@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min,United,-1
2119,569359780491476992,0,2015-02-21 20:55:24 -0800,,"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?",United,-1
2123,569357196141719552,0,2015-02-21 20:45:08 -0800,sf - austin - sydney,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,United,1
2124,569353669738688512,1,2015-02-21 20:31:07 -0800,,@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou,United,-1
2125,569352559598682112,1,2015-02-21 20:26:42 -0800,"San Francisco, CA",@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience,United,-1
2126,569351147930169344,0,2015-02-21 20:21:06 -0800,"San Francisco, CA",@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv,United,-1
2127,569350924633812992,0,2015-02-21 20:20:13 -0800,"San Francisco, CA",@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm,United,-1
2128,569349932131487746,0,2015-02-21 20:16:16 -0800,Little Rhody,"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available",United,-1
2132,569346420139905024,0,2015-02-21 20:02:19 -0800,New York,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,United,-1
2134,569344598482546690,0,2015-02-21 19:55:04 -0800,just living the dream ,@United also ran out of water and refused service #costumerservice #legit #jk,United,-1
2136,569343186046332928,0,2015-02-21 19:49:28 -0800,Greater Seattle Area,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney,United,-1
2141,569340749466226688,0,2015-02-21 19:39:47 -0800,Washington-Vancouver-Medellín,@united the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.,United,-1
2142,569340645023698944,0,2015-02-21 19:39:22 -0800,,"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards",United,-1
2145,569339467615506435,1,2015-02-21 19:34:41 -0800,#Westford #marketing ,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter,United,-1
2147,569339072805797888,0,2015-02-21 19:33:07 -0800,Montreal,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan,United,-1
2148,569338724787593216,0,2015-02-21 19:31:44 -0800,Washington-Vancouver-Medellín,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,United,-1
2149,569338441172983809,0,2015-02-21 19:30:36 -0800,"New York, NY",@united please get me off this plane #UA57,United,-1
2152,569337969233887232,0,2015-02-21 19:28:44 -0800,"Boston, MA",@united have since dropped to 2 layovers but still not acceptable.,United,-1
2153,569337916872220673,0,2015-02-21 19:28:31 -0800,"Boston, MA",@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?,United,-1
2155,569337830184345601,0,2015-02-21 19:28:11 -0800,"Boston, MA",@united not completely.  Our flight was changed in July but we never received notification.,United,-1
2157,569336402401472512,0,2015-02-21 19:22:30 -0800,"Ottawa, ON",@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,United,-1
2158,569336252597731329,0,2015-02-21 19:21:55 -0800,"Ottawa, ON",@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,United,-1
2159,569336095411965952,0,2015-02-21 19:21:17 -0800,PDX / LGA / TXL / ✈,@united can you make sure I’m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.,United,-1
2160,569335779371003904,0,2015-02-21 19:20:02 -0800,,@united so is that two seats avail so far for us.,United,1
2161,569335521752715264,0,2015-02-21 19:19:00 -0800,,@united has once again earned a place as the worst airline in the business,United,-1
